ID,Northern,Central
1183,วัน พูก วัน ฮือ เข้า มา แอ่ว บ้าน เฮา เน้อ ลูก สาว เฮา จะ แต่ง งาน งาน ใหญ่ งาน หลวง ปา คอบ คัว มา แอ่ว เน้อ,วัน มะ รืน เข้า มา เที่ยว บ้าน เรา นะ ลูก สาว เรา จะ แต่ง งาน งาน ใหญ่ งาน โต พา ครอบ ครัว มา เที่ยว นะ
1184,ขะ ใจ๋ ตื่น เน้อ ไอ่ หน้อย วัน นี้ ป้อ จะ ปา ไป แอ่ว ปอย ลูก แก้ว วัด สัน คะ ยอม หนิ,รีบ รีบ ตื่น นะ ลูก วัน นี้ พ่อ จะ พา ไป เที่ยว งาน บวช ลูก แก้ว ที่ วัด สัน คะ ยอม
1185,เวลา ไป ตี้ คน นัก คน หลาย บ่า ดี เดิน ขวัก ฮู้ ดัง เน้อ ผ่อ ละ กะ เป๋น ดี ใคร่ ฮาก,เวลา ไป ใน ที่ ที่ คน อยู่ เยอะ อย่า เดิน แคะ จมูก นะ เห็น แล้ว อยาก จะ อ้วก
1186,หนาน ไจย กับ หนาน ป้อม ก๋ำ ลูก กุย จด กั๋น ขำ ป่า เฮ่ว จ๋น ต้อง ได้ ปิ๊ก ไป นิ มนต์ ตุ๊ ลุง ลุก วัด มา ห้าม กั๋น ตี้ ป่า เฮ่ว,ทิด ชัย กับ ทิด ป้อม ถือ กำ ปั้น ซัด กัน คา ป่า ช้า จน ต้อง ได้ กลับ ไป นิ มนต์ หลวง ลุง จาก วัด มา ห้าม ที่ ป่า ช้า
1187,ผัก มัด หน้อย เดียว จะ ปอ กิ๋น อิ่ม กา ตั๋ว ว่า ฮ้าน นั้น กำ กิ๋น ลำ บ่ ซื้อ อะ หยัง ไป กิ๋น โตย กา,ผัก มัด นิด เดียว จะ กิน อิ่ม เหรอ เธอ บอก ว่า ร้าน นั้น อา หาร อร่อย ไม่ ซื้อ อะ ไร ไป กิน ด้วย เหรอ
1188,จะ ไป ลื่น คน เถ้า เน่อ ลุง สม อา ยุ หก สิบ ไป แข่ง โล่น หละ อ่อน วัย ลุ่น ยัง ก๊าน,อย่า ได้ สบ ประ หม่า คน แก่ นะ ลุง สม อา ยุ หก สิบ ไป แข่ง วิ่ง เด็ก วัย รุ่น ยัง แพ้
1189,ตึง วัน นี้ เยียะ ก๋าน มา ก่อ อิ๊ด แล้ว จะ ไป หื้อ แม่ ได้ เดือด นา ตะ อี้ ก่อ อิ๊ด ขนาด ละ,ทุก วัน นี้ ทำ งาน มา ก็ เหนื่อย มาก แล้ว อย่า ไป ให้ แม่ ได้ ดุ นะ แค่ นี้ ก็ เหนื่อย มาก ละ
1190,เปี้ยน ผม มัน กะ ลัง จะ ได้ เป๋น นัก เขียน ละ หัน มัน บอก ว่า หนัง สือ จะ ได้ ตี๋ พิมพ์ ป๋าย เดือน นี้,เพื่อน ผม มัน กำ ลัง จะ ได้ เป็น นัก เขียน ละ เห็น มัน บอก ว่า หนัง สือ จะ ได้ ตี พิมพ์ ปลาย เดือน นี้
1191,อิ ป้อ ตะ กี้ ป้อ อุ้ย บอก ว่า ตก คัน ใด บ่า เดี่ยว เจ็บ หน้า แข้ง ขนาด จะ หื้อ อิ ป้อ ไป ส่ง โฮง ยา สะ กำ,พ่อ เมื่อ กี้ ตา บอก ว่า ตา ตก บัน ได้ ตอน นี้ เจ็บ หน้า แข้ง มาก จะ ให้ พ่อ ไป ส่ง ที่ โรง พยาบาล หน่อย
1192,คน หมู่ นี้ เขา ตึง บ่า มี ก๋าน กั๋น กา เมื่อ ใด ก่อ หัน ก้า จวน กั๋น จ่อม เบ็ด วัน ค่ำ,คน พวก นี้ เขา ไม่ มี งาน ทำ กัน หรือ อย่าง ไร เมื่อ ไหร่ ก็ เห็น ชวน กัน ไป ตก เบ็ด ทั้ง วัน
1193,ไป อยู่ กรุง เทพ กรุง ไทย มา เมิน กึด เติง หา ฝี มือ ต๋ำ น้ำ พริก ของ แม่ อุ้ย จั๋นทร์ ขนาด,ไป อยู่ กรุง เทพ มา นาน คิด ถึง ฝี มือ ตำ น้ำ พริก ของ ยาย จันทร์ มาก มาก
1194,แก๋ง บ่า ฟัก หม่น ตะ วา ลำ ก่อ ถ้า ลำ จะ แก๋ง หื้อ กิ๋น แหม บ่า ฟัก หม่น บ้าน เฮา มี ปะ เลอะ,แกง ฟัก เมื่อ วาน อร่อย ไหม ถ้า อร่อย จะ แกง ให้ กิน อีก ฟัก บ้าน เรา มี เยอะ แยะ
1195,เข้า วัสสา นี้ วัด เฮา ผ่อ แล้ว ง่อม โท้ะ กู่ เตื้อ ต้อง มี คน เถ้า มา ตี๋ ก๋อง ปู่ จา กัน ซ้าว ซ้าว แล้ว นะ,เข้า พรรษา นี้ วัด เรา ดู เงียบ เหงา นะ ทุก ครั้ง ต้อง มี ผู้ เฒ่า ผู้ แก่ มา ตี กลอง บูชา กัน อึก ทึก แล้ว นะ
1196,ใผ เอา น้ำ บ่า ดาย ขึ้น มา ไว้ บน บ้าน เป๋น สาม สี่ ขวด แล้ว ก่อ กิ๋น บ่า หมด ซัก ขวด,ใคร เอา น้ำ เปล่า ขึ้น มา ไว้ บน บ้าน ตั้ง สาม สี่ ขวด แล้ว ก็ กิน ไม่ หมด สัก ขวด
1197,ผ้า ยันต์ ของ คูบา อิน วัด ฟ้า หลั่ง เปิ้น ดัง เลื่อง ก๊า แม่น ขาย หมาน เมตต๋า มหา นิยม,ผ้า ยันต์ ของ ครูบา อิน วัด ฟ้า หลั่ง ท่าน มี ชื่อ เสียง ด้าน ค้า ขาย รุ่ง เรือง เมตตา มหา นิยม
1198,เฮา บ่า ชอบ ฝุ่น ขนาด เลย เวลา มี ฝุ่น อยู่ ใน ห้อง เฮา ขี้ คัน ฮู ดัง แล้ว ก่อ ตึง ไอ ตึง จ๋าม มา มด,เรา ไม่ ชอบ ฝุ่น มาก เลย เวลา มี ฝุ่น อยู่ ใน ห้อง เรา ชอบ คัน จมูก แล้ว ก็ ทั้ง ไอ ทั้ง จาม มา หมด
1199,มี เตื้อ นึ่ง ฮา ยืน อยู่ ปล๋าย ดอย แล้ว เมฆ ก้อน ใหญ่ ปั้ด มา ปอ ดี ฮา นึก ว่า มัน จะ นุ่น ไป มี เปี๊ยะ ซอก แซก ยืน ขา สั่น โจะ โจะ,มี ครั้ง หนึ่ง ข้า ยืน อยู่ ที่ ยอด เขา แล้ว เมฆ ก้อน ใหญ่ พัด มา พอ ดี ข้า นึก ว่า มัน จะ นุ่น เปียก โชก เลย ยืน ขา สั่น แด่ว แด่ว
1200,เสาร์ ติ้ด นี้ เฮา ไป เซาะ ตี้ ถ่าย ฮูบ เล่น กั๋น บ๋อ อยู่ บ้าน บ่า ดาย บ่า ฮู้ จะ เยียะ อะ หยัง ก้าย ขนาด,เสาร์ อาทิตย์ นี้ เรา ไป หา ที่ ถ่าย รูป เล่น กัน มั้ย อยู่ บ้าน เฉย เฉย ไม่ รู้ จะ ทำ อะ ไร เบื่อ มาก
1201,ไป เฮียน ตี้ กรุง เทพ เป๋น จะ ใด พ่อง สี ท่า จะ ม่วน เนาะ ละ อยู่ ปุ้น ได้ ป๊ะ คน บ้าน เฮา พ่อง ก่อ,ไป เรียน ที่ กรุง เทพ เป็น ยัง ไง บ้าง ดู ท่า สนุก นะ แล้ว อยู่ นู้น ได้ เจอ คน บ้าน เรา บ้าง ไหม
